"year","state_code","nacchoid","lhd_name","lhd_area_type","fips_county","county_name","fips_place","counties","fips_counties","population","fte","fte_per_100000","expenditures","expenditures_infl","expenditures_per_capita","expenditures_infl_per_capita","lhd_note"
2012,"KY","KY035","Marshall County Health Department","single county","21157","Marshall County",,1,,31261,,,5644443.5,6503076.24522,180.558635360353,208.02521497137,""
2013,"KY","KY035","Marshall County Health Department","single county","21157","Marshall County",,1,,31215,,,3635416.7,4055457.82628027,116.463773826686,129.920161021313,""
2014,"KY","KY035","Marshall County Health Department","single county","21157","Marshall County",,1,,30993,,,5616403.54,6125013.81655999,181.215227309392,197.625716018455,""
2015,"KY","KY035","Marshall County Health Department","single county","21157","Marshall County",,1,,31059,,,3747660.79,4085803.86401469,120.662635306996,131.549755755648,""
2016,"KY","KY035","Marshall County Health Department","single county","21157","Marshall County",,1,,31280,,,3836024.95,4175147.90692274,122.635068734015,133.476595489858,""
2017,"KY","KY035","Marshall County Health Department","single county","21157","Marshall County",,1,,31318,,,3872651.03,4103483.55545668,123.655758030526,131.026360414352,""
2018,"KY","KY035","Marshall County Health Department","single county","21157","Marshall County",,1,,31202,,,3719203.81,3799674.64758734,119.197609448112,121.776637638207,""
2019,"KY","KY035","Marshall County Health Department","single county","21157","Marshall County",,1,,31100,,,3475262.75,3475262.75,111.744782958199,111.744782958199,""
2009,"KY","KY036","Martin County Health Department","single county","21159","Martin County",,1,,13040,,,1303354.67,1631345.58317443,99.9505115030675,125.103188893745,""
2010,"KY","KY036","Martin County Health Department","single county","21159","Martin County",,1,,12895,,,1529460.56,1861350.70655357,118.608806514153,144.346700779649,""
2011,"KY","KY036","Martin County Health Department","single county","21159","Martin County",,1,,12829,,,1480895.52,1745638.22681059,115.433433626939,136.069703547477,""
2012,"KY","KY036","Martin County Health Department","single county","21159","Martin County",,1,,12725,,,1592778.25,1835071.67739,125.169214145383,144.209955001179,""
2013,"KY","KY036","Martin County Health Department","single county","21159","Martin County",,1,,12651,,,1608580.36,1794437.98290379,127.15045134772,141.841592198544,""
2014,"KY","KY036","Martin County Health Department","single county","21159","Martin County",,1,,12494,,,1429638.46,1559103.6608786,114.426001280615,124.788191202065,""
2015,"KY","KY036","Martin County Health Department","single county","21159","Martin County",,1,,12285,,,1497101.75,1632181.90165315,121.864204314204,132.859739654306,""
2016,"KY","KY036","Martin County Health Department","single county","21159","Martin County",,1,,11945,,,1376832.55,1498551.13411491,115.264340728338,125.454259867301,""
2017,"KY","KY036","Martin County Health Department","single county","21159","Martin County",,1,,11492,,,1182291.72,1252763.18294359,102.87954403063,109.011763221684,""
2018,"KY","KY036","Martin County Health Department","single county","21159","Martin County",,1,,11325,,,1153658.1,1178619.31168375,101.868264900662,104.072345402539,""
2019,"KY","KY036","Martin County Health Department","single county","21159","Martin County",,1,,11195,,,1061525.73,1061525.73,94.8214140241179,94.8214140241179,""
2009,"KY","KY037","Monroe County Health Department","single county","21171","Monroe County",,1,,10969,,,1389915.97,1739690.14791891,126.713097821132,158.600615180865,""
2010,"KY","KY037","Monroe County Health Department","single county","21171","Monroe County",,1,,10970,,,1061548.11,1291902.10997602,96.7682871467639,117.766828621333,""
2011,"KY","KY037","Monroe County Health Department","single county","21171","Monroe County",,1,,10918,,,1166361.42,1374874.22544777,106.829219637296,125.927296707069,""
2012,"KY","KY037","Monroe County Health Department","single county","21171","Monroe County",,1,,10848,,,1015523.75,1170005.22285,93.6139150073746,107.854463758296,""
2013,"KY","KY037","Monroe County Health Department","single county","21171","Monroe County",,1,,10715,,,811569.55,905339.430035148,75.7414419038731,84.4927139556834,""
2014,"KY","KY037","Monroe County Health Department","single county","21171","Monroe County",,1,,10674,,,726392.2,792172.825466421,68.0524826681656,74.2151794516039,""
2015,"KY","KY037","Monroe County Health Department","single county","21171","Monroe County",,1,,10618,,,766294.69,835435.750676874,72.1694000753437,78.6810840720356,""
2016,"KY","KY037","Monroe County Health Department","single county","21171","Monroe County",,1,,10539,,,770864.37,839012.468082831,73.143976658127,79.6102541116644,""
2017,"KY","KY037","Monroe County Health Department","single county","21171","Monroe County",,1,,10597,,,832694.32,882327.744579191,78.5783070680381,83.262031195545,""
2018,"KY","KY037","Monroe County Health Department","single county","21171","Monroe County",,1,,10732,,,830958.2,848937.290625333,77.4280842340663,79.1033628983724,""
2019,"KY","KY037","Monroe County Health Department","single county","21171","Monroe County",,1,,10650,,,861612.93,861612.93,80.9026225352113,80.9026225352113,""
2009,"KY","KY038","Muhlenberg County Health Department","single county","21177","Muhlenberg County",,1,,31505,,,1922028.56,2405709.56951504,61.0070960165053,76.3596117922563,""
2010,"KY","KY038","Muhlenberg County Health Department","single county","21177","Muhlenberg County",,1,,31657,,,2020524.87,2458975.07444295,63.8255321098019,77.6755559415913,""
2011,"KY","KY038","Muhlenberg County Health Department","single county","21177","Muhlenberg County",,1,,31528,,,2237198.24,2637146.72369146,70.9590916011165,83.6445928600439,""
2012,"KY","KY038","Muhlenberg County Health Department","single county","21177","Muhlenberg County",,1,,31382,,,2054691.26,2367250.8944712,65.4735600025492,75.433397950137,""
2013,"KY","KY038","Muhlenberg County Health Department","single county","21177","Muhlenberg County",,1,,31323,,,1926304.74,2148872.68181218,61.4980921367685,68.6036676503585,""
2014,"KY","KY038","Muhlenberg County Health Department","single county","21177","Muhlenberg County",,1,,31302,,,1411882.78,1539740.06199404,45.1051939173216,49.1898301065119,""
2015,"KY","KY038","Muhlenberg County Health Department","single county","21177","Muhlenberg County",,1,,31245,,,1713192.88,1867770.452327,54.8309451112178,59.7782189895022,""
2016,"KY","KY038","Muhlenberg County Health Department","single county","21177","Muhlenberg County",,1,,31150,,,1689625.72,1838996.71672908,54.2415961476726,59.036812736086,""
2017,"KY","KY038","Muhlenberg County Health Department","single county","21177","Muhlenberg County",,1,,30925,,,1712495.24,1814569.91649925,55.3757555375909,58.6764726434681,""
2018,"KY","KY038","Muhlenberg County Health Department","single county","21177","Muhlenberg County",,1,,30811,,,1707488.46,1744432.66461107,55.418144818409,56.617203745775,""
2019,"KY","KY038","Muhlenberg County Health Department","single county","21177","Muhlenberg County",,1,,30622,,,1641217.2,1641217.2,53.596015936255,53.596015936255,""
2009,"KY","KY039","North Central District Health Department","multi-county",,"",,4,"c(""21103"", ""21211"", ""21215"", ""21223"")",82932,,,5031222.38,6297336.09469581,60.6668400617373,75.9337299799331,""
2010,"KY","KY039","North Central District Health Department","multi-county",,"",,4,"c(""21103"", ""21211"", ""21215"", ""21223"")",83578,,,4984550.25,6066188.54538445,59.6395014238197,72.581164246386,""
2011,"KY","KY039","North Central District Health Department","multi-county",,"",,4,"c(""21103"", ""21211"", ""21215"", ""21223"")",84503,,,5057537.05,5961683.2441973,59.8503846017301,70.5499596960735,""
2012,"KY","KY039","North Central District Health Department","multi-county",,"",,4,"c(""21103"", ""21211"", ""21215"", ""21223"")",85354,,,4455547.36,5133325.2244032,52.2008032429646,60.1415894322844,""
2013,"KY","KY039","North Central District Health Department","multi-county",,"",,4,"c(""21103"", ""21211"", ""21215"", ""21223"")",86375,,,4368804.86,4873582.67925057,50.5795063386397,56.423533189587,""
2014,"KY","KY039","North Central District Health Department","multi-county",,"",,4,"c(""21103"", ""21211"", ""21215"", ""21223"")",87171,,,4422471.96,4822962.17952123,50.733293870668,55.3275995402281,""
2015,"KY","KY039","North Central District Health Department","multi-county",,"",,4,"c(""21103"", ""21211"", ""21215"", ""21223"")",88155,,,4119215.39,4490883.00682911,46.7269626226533,50.943032236732,""
2016,"KY","KY039","North Central District Health Department","multi-county",,"",,4,"c(""21103"", ""21211"", ""21215"", ""21223"")",89314,,,4007608.26,4361900.00237232,44.87099738003,48.8378082089294,""
2017,"KY","KY039","North Central District Health Department","multi-county",,"",,4,"c(""21103"", ""21211"", ""21215"", ""21223"")",90321,,,3970793.18,4207475.54840993,43.963122418928,46.5835802129065,""
2018,"KY","KY039","North Central District Health Department","multi-county",,"",,4,"c(""21103"", ""21211"", ""21215"", ""21223"")",91609,,,3955501.58,4041085.09235413,43.1780892707048,44.1123153003977,""
2019,"KY","KY039","North Central District Health Department","multi-county",,"",,4,"c(""21103"", ""21211"", ""21215"", ""21223"")",92972,,,4139303.23,4139303.23,44.5220413672934,44.5220413672934,""
2009,"KY","KY040","Northern Kentucky Independent District Health Department","multi-county",,"",,4,"c(""21015"", ""21037"", ""21081"", ""21117"")",391061,,,15445187.6,19331989.3291674,39.4955968506192,49.4347156304704,""
2010,"KY","KY040","Northern Kentucky Independent District Health Department","multi-county",,"",,4,"c(""21015"", ""21037"", ""21081"", ""21117"")",394634,,,16234376.14,19757206.0953605,41.137803990533,50.0646322804433,""
2011,"KY","KY040","Northern Kentucky Independent District Health Department","multi-county",,"",,4,"c(""21015"", ""21037"", ""21081"", ""21117"")",398242,,,16570712.4,19533092.389208,41.6096554356396,49.0482982438015,""
2012,"KY","KY040","Northern Kentucky Independent District Health Department","multi-county",,"",,4,"c(""21015"", ""21037"", ""21081"", ""21117"")",400883,,,15256399.1702,17577202.6119708,38.0569871264184,43.8462160080892,""
2013,"KY","KY040","Northern Kentucky Independent District Health Department","multi-county",,"",,4,"c(""21015"", ""21037"", ""21081"", ""21117"")",404141,,,14206355.9115,15847778.1279422,35.1519789170116,39.2134876885596,""
2014,"KY","KY040","Northern Kentucky Independent District Health Department","multi-county",,"",,4,"c(""21015"", ""21037"", ""21081"", ""21117"")",407100,,,13946721.22,15209708.4121221,34.2587109309752,37.3611113046478,""
2015,"KY","KY040","Northern Kentucky Independent District Health Department","multi-county",,"",,4,"c(""21015"", ""21037"", ""21081"", ""21117"")",409499,,,14939726.94,16287705.1790955,36.4829387617552,39.7747129519133,""
2016,"KY","KY040","Northern Kentucky Independent District Health Department","multi-county",,"",,4,"c(""21015"", ""21037"", ""21081"", ""21117"")",411632,,,14785660.89,16092784.0465044,35.9196099671551,39.0950753257872,""
2017,"KY","KY040","Northern Kentucky Independent District Health Department","multi-county",,"",,4,"c(""21015"", ""21037"", ""21081"", ""21117"")",414411,,,17110953.17,18130865.4994623,41.28981414586,43.7509272182986,""
2018,"KY","KY040","Northern Kentucky Independent District Health Department","multi-county",,"",,4,"c(""21015"", ""21037"", ""21081"", ""21117"")",416722,,,22307797.71,22790462.0806984,53.5316055067887,54.6898461821032,""
2019,"KY","KY040","Northern Kentucky Independent District Health Department","multi-county",,"",,4,"c(""21015"", ""21037"", ""21081"", ""21117"")",419232,,,17952492.17,17952492.17,42.822332670216,42.822332670216,""
2009,"KY","KY041","Oldham County Health Department","single county","21185","Oldham County",,1,,59777,,,1502721.7,1880883.587915,25.1387941850545,31.4650047328404,""
2010,"KY","KY041","Oldham County Health Department","single county","21185","Oldham County",,1,,60437,,,1718802.33,2091779.29463668,28.4395706272648,34.6109054823483,""
2011,"KY","KY041","Oldham County Health Department","single county","21185","Oldham County",,1,,60772,,,1713414.4,2019724.98033334,28.194142039097,33.2344662070252,""
2012,"KY","KY041","Oldham County Health Department","single county","21185","Oldham County",,1,,62105,,,2492435.03,2871584.2467636,40.132598502536,46.2375693867418,""
2013,"KY","KY041","Oldham County Health Department","single county","21185","Oldham County",,1,,63062,,,3259342.15,3635931.09718142,51.6847253496559,57.6564507497609,""
2014,"KY","KY041","Oldham County Health Department","single county","21185","Oldham County",,1,,63969,,,2060409.03,2246995.55269402,32.209492566712,35.1263198220079,""
2015,"KY","KY041","Oldham County Health Department","single county","21185","Oldham County",,1,,64556,,,1930721.69,2104926.40166053,29.9077032344011,32.6062085888303,""
2016,"KY","KY041","Oldham County Health Department","single county","21185","Oldham County",,1,,65410,,,2042776.29,2223367.48657094,31.2303361871273,33.9912473103644,""
2017,"KY","KY041","Oldham County Health Department","single county","21185","Oldham County",,1,,66557,,,2156291.21,2284818.7075123,32.3976623044909,34.3287514087519,""
2018,"KY","KY041","Oldham County Health Department","single county","21185","Oldham County",,1,,66512,,,2307850.89,2357784.88222857,34.6982633209045,35.4490149481081,""
2019,"KY","KY041","Oldham County Health Department","single county","21185","Oldham County",,1,,66799,,,2444982.86,2444982.86,36.6020877558047,36.6020877558047,""
2009,"KY","KY042","Pennyrile District Health Department","multi-county",,"",,5,"c(""21033"", ""21055"", ""21139"", ""21143"", ""21221"")",54327,,,3496842.65,4376827.69198462,64.3665700296354,80.5645018496257,""
2010,"KY","KY042","Pennyrile District Health Department","multi-county",,"",,5,"c(""21033"", ""21055"", ""21139"", ""21143"", ""21221"")",54478,,,4309057.68,5244115.32210291,79.0972076801645,96.2611572029609,""
2011,"KY","KY042","Pennyrile District Health Department","multi-county",,"",,5,"c(""21033"", ""21055"", ""21139"", ""21143"", ""21221"")",54427,,,4057184.89,4782496.09210939,74.5436068495416,87.8699191965273,""
2012,"KY","KY042","Pennyrile District Health Department","multi-county",,"",,5,"c(""21033"", ""21055"", ""21139"", ""21143"", ""21221"")",54503,,,4305903.81,4960917.8975772,79.0030605654734,91.0210061386933,""
2013,"KY","KY042","Pennyrile District Health Department","multi-county",,"",,5,"c(""21033"", ""21055"", ""21139"", ""21143"", ""21221"")",54149,,,4171818.41,4653836.13951452,77.0433140039521,85.9450061776675,""
2014,"KY","KY042","Pennyrile District Health Department","multi-county",,"",,5,"c(""21033"", ""21055"", ""21139"", ""21143"", ""21221"")",53894,,,4008993.69,4372040.14399432,74.3866421122945,81.1229477120704,""
2015,"KY","KY042","Pennyrile District Health Department","multi-county",,"",,5,"c(""21033"", ""21055"", ""21139"", ""21143"", ""21221"")",53897,,,3535614.74,3854625.37188679,65.5994719557675,71.5183659922962,""
2016,"KY","KY042","Pennyrile District Health Department","multi-county",,"",,5,"c(""21033"", ""21055"", ""21139"", ""21143"", ""21221"")",53503,,,3536005.71,3848605.53083039,66.0898586995122,71.9325183789767,""
2017,"KY","KY042","Pennyrile District Health Department","multi-county",,"",,5,"c(""21033"", ""21055"", ""21139"", ""21143"", ""21221"")",53593,,,3444132.06,3649422.36249754,64.2645879126005,68.0951311271535,""
2018,"KY","KY042","Pennyrile District Health Department","multi-county",,"",,5,"c(""21033"", ""21055"", ""21139"", ""21143"", ""21221"")",53685,,,3923479.06,4008369.71465186,73.0833391077582,74.6646123619608,""
2019,"KY","KY042","Pennyrile District Health Department","multi-county",,"",,5,"c(""21033"", ""21055"", ""21139"", ""21143"", ""21221"")",53608,,,3833417.96,3833417.96,71.5083189076257,71.5083189076257,""
2009,"KY","KY043","Pike County Health Department","single county","21195","Pike County",,1,,65255,,,4459441.22,5581665.45539979,68.3386900620642,85.5362111010619,""
2010,"KY","KY043","Pike County Health Department","single county","21195","Pike County",,1,,65074,,,5220150.74,6352913.91117346,80.2186854965117,97.6259936560448,""
2011,"KY","KY043","Pike County Health Department","single county","21195","Pike County",,1,,64908,,,5952262.87,7016361.02045693,91.7030700375917,108.097014550701,""
2012,"KY","KY043","Pike County Health Department","single county","21195","Pike County",,1,,64582,,,5829337.39,6716096.1937668,90.2625714595398,103.993313829965,""
2013,"KY","KY043","Pike County Health Department","single county","21195","Pike County",,1,,63853,,,5297491.93,5909571.55122687,82.963869042958,92.5496304202915,""
2014,"KY","KY043","Pike County Health Department","single county","21195","Pike County",,1,,62931,,,5209954.36,5681757.41137129,82.7883612210199,90.2855097070012,""
2015,"KY","KY043","Pike County Health Department","single county","21195","Pike County",,1,,61781,,,5001328.08,5452586.75731673,80.9525271523608,88.2566931146587,""
2016,"KY","KY043","Pike County Health Department","single county","21195","Pike County",,1,,60431,,,5209480.95,5670023.98786442,86.2054400886962,93.8264133948539,""
2017,"KY","KY043","Pike County Health Department","single county","21195","Pike County",,1,,58905,,,5268320.73,5582343.28705484,89.4375813598167,94.7685813947007,""
2018,"KY","KY043","Pike County Health Department","single county","21195","Pike County",,1,,58492,,,4901291.43,5007338.59675416,83.7942185256103,85.6072385412391,""
2019,"KY","KY043","Pike County Health Department","single county","21195","Pike County",,1,,57876,,,4710576.11,4710576.11,81.3908374801299,81.3908374801299,""
2009,"KY","KY044","Powell County Health Department","single county","21197","Powell County",,1,,12644,,,1037948.57,1299149.68980141,82.0902064220183,102.748314599922,""
2010,"KY","KY044","Powell County Health Department","single county","21197","Powell County",,1,,12643,,,1130923.16,1376331.41904869,89.4505386379815,108.861142058743,""
2011,"KY","KY044","Powell County Health Department","single county","21197","Powell County",,1,,12618,,,1085723.11,1279820.04061142,86.0455785385957,101.428121779317,""
2012,"KY","KY044","Powell County Health Department","single county","21197","Powell County",,1,,12471,,,763450.41,879586.4863692,61.2180586961751,70.5305497850373,""
2013,"KY","KY044","Powell County Health Department","single county","21197","Powell County",,1,,12470,,,434970.52,485227.621784099,34.8813568564555,38.9115975769125,""
2014,"KY","KY044","Powell County Health Department","single county","21197","Powell County",,1,,12349,,,532130.33,580318.988877467,43.090965260345,46.9931969291009,""
2015,"KY","KY044","Powell County Health Department","single county","21197","Powell County",,1,,12226,,,634565.48,691820.9078774,51.9029510878456,56.5860385962212,""
2016,"KY","KY044","Powell County Health Department","single county","21197","Powell County",,1,,12266,,,637495.82,693853.500234663,51.9725925322028,56.5672183462142,""
2017,"KY","KY044","Powell County Health Department","single county","21197","Powell County",,1,,12297,,,680676.16,721248.418076905,55.3530259412865,58.6523882310243,""
2018,"KY","KY044","Powell County Health Department","single county","21197","Powell County",,1,,12371,,,602091.79,615118.995047352,48.6696136124808,49.7226574284498,""
2019,"KY","KY044","Powell County Health Department","single county","21197","Powell County",,1,,12359,,,668529.9,668529.9,54.0925560320414,54.0925560320414,""
2009,"KY","KY045","Purchase District Health Department","multi-county",,"",,7,"c(""21007"", ""21039"", ""21075"", ""21105"", ""21145"", ""21035"", ""21083"")",164527,,,11546680.84,14452418.2267739,70.1810696116747,87.8422278821948,""
2010,"KY","KY045","Purchase District Health Department","multi-county",,"",,7,"c(""21007"", ""21039"", ""21075"", ""21105"", ""21145"", ""21035"", ""21083"")",165135,,,10826599.6,13175951.9284581,65.5621134223514,79.788972225501,""
2011,"KY","KY045","Purchase District Health Department","multi-county",,"",,6,"c(""21007"", ""21039"", ""21075"", ""21105"", ""21145"", ""21035"")",128294,,,8433205.27,9940826.54382836,65.7334346890735,77.48473462382,""
2012,"KY","KY045","Purchase District Health Department","multi-county",,"",,5,"c(""21007"", ""21039"", ""21075"", ""21105"", ""21145"")",90197,,,5148770.42,5932001.3762904,57.0836105413706,65.7671693769238,""
2013,"KY","KY045","Purchase District Health Department","multi-county",,"",,5,"c(""21007"", ""21039"", ""21075"", ""21105"", ""21145"")",89645,,,5015908.78,5595453.89054271,55.9530233699593,62.4179138885906,""
2014,"KY","KY045","Purchase District Health Department","multi-county",,"",,5,"c(""21007"", ""21039"", ""21075"", ""21105"", ""21145"")",89412,,,4830911.72,5268389.42765526,54.0297915268644,58.9226214339827,""
2015,"KY","KY045","Purchase District Health Department","multi-county",,"",,5,"c(""21007"", ""21039"", ""21075"", ""21105"", ""21145"")",88894,,,4851206.5,5288920.04199589,54.5729351812271,59.4969293990134,""
2016,"KY","KY045","Purchase District Health Department","multi-county",,"",,5,"c(""21007"", ""21039"", ""21075"", ""21105"", ""21145"")",88925,,,5233008.32,5695631.28992612,58.8474368287883,64.0498317675134,""
2017,"KY","KY045","Purchase District Health Department","multi-county",,"",,5,"c(""21007"", ""21039"", ""21075"", ""21105"", ""21145"")",88851,,,5309059.4,5625510.21873063,59.7523877052594,63.3139775436476,""
2018,"KY","KY045","Purchase District Health Department","multi-county",,"",,5,"c(""21007"", ""21039"", ""21075"", ""21105"", ""21145"")",88535,,,5423119.43,5540457.1681726,61.2539609194104,62.5792869280239,""
2019,"KY","KY045","Purchase District Health Department","multi-county",,"",,5,"c(""21007"", ""21039"", ""21075"", ""21105"", ""21145"")",88415,,,5160738.96,5160738.96,58.369495673811,58.369495673811,""
2009,"KY","KY047","Three Rivers District Health Department","multi-county",,"",,4,"c(""21041"", ""21077"", ""21187"", ""21191"")",45080,,,4652492.26,5823298.04296802,103.205240905058,129.176975221118,""
2010,"KY","KY047","Three Rivers District Health Department","multi-county",,"",,4,"c(""21041"", ""21077"", ""21187"", ""21191"")",45183,,,5512251.66,6708400.19702247,121.998354690924,148.471774716652,""
2011,"KY","KY047","Three Rivers District Health Department","multi-county",,"",,4,"c(""21041"", ""21077"", ""21187"", ""21191"")",45100,,,5054138.77,5957677.44676373,112.065161197339,132.099278198752,""
2012,"KY","KY047","Three Rivers District Health Department","multi-county",,"",,4,"c(""21041"", ""21077"", ""21187"", ""21191"")",44740,,,5312256.09,6120356.4864108,118.736166517658,136.798312168324,""
2013,"KY","KY047","Three Rivers District Health Department","multi-county",,"",,4,"c(""21041"", ""21077"", ""21187"", ""21191"")",44626,,,5443149.22,6072058.28808025,121.972599381526,136.065483979748,""
2014,"KY","KY047","Three Rivers District Health Department","multi-county",,"",,4,"c(""21041"", ""21077"", ""21187"", ""21191"")",44507,,,5549689.97,6052258.79903109,124.692519603658,135.984424900153,""
2015,"KY","KY047","Three Rivers District Health Department","multi-county",,"",,4,"c(""21041"", ""21077"", ""21187"", ""21191"")",44518,,,5532187.77,6031344.73307569,124.268560357608,135.481035380648,""
2016,"KY","KY047","Three Rivers District Health Department","multi-county",,"",,4,"c(""21041"", ""21077"", ""21187"", ""21191"")",44596,,,5689579.67,6192565.73147959,127.580493093551,138.859219021428,""
2017,"KY","KY047","Three Rivers District Health Department","multi-county",,"",,4,"c(""21041"", ""21077"", ""21187"", ""21191"")",44830,,,5081382.92,5384262.89631329,113.34782333259,120.104012855527,""
2018,"KY","KY047","Three Rivers District Health Department","multi-county",,"",,4,"c(""21041"", ""21077"", ""21187"", ""21191"")",44947,,,5267603.93,5381576.84516689,117.19589583287,119.731613793287,""
2019,"KY","KY047","Three Rivers District Health Department","multi-county",,"",,4,"c(""21041"", ""21077"", ""21187"", ""21191"")",44991,,,4054025.98,4054025.98,90.1074877197662,90.1074877197662,""
2009,"KY","KY048","Todd County Health Department","single county","21219","Todd County",,1,,12485,,,610271.12,763846.648242656,48.8803460152183,61.1811492384987,""
2010,"KY","KY048","Todd County Health Department","single county","21219","Todd County",,1,,12432,,,894458.51,1088554.37211886,71.9480783462033,87.5606798679904,""
2011,"KY","KY048","Todd County Health Department","single county","21219","Todd County",,1,,12428,,,936128.18,1103481.72044077,75.3241213389121,88.7899678500777,""
2012,"KY","KY048","Todd County Health Department","single county","21219","Todd County",,1,,12618,,,1059580.08,1220763.4017696,83.973694721826,96.7477731629101,""
2013,"KY","KY048","Todd County Health Department","single county","21219","Todd County",,1,,12475,,,901199.88,1005325.77362833,72.2404713426854,80.5872363629922,""
2014,"KY","KY048","Todd County Health Department","single county","21219","Todd County",,1,,12429,,,887763.34,968157.413300014,71.4267712607611,77.8950368734423,""
2015,"KY","KY048","Todd County Health Department","single county","21219","Todd County",,1,,12447,,,886671.54,966673.935354713,71.2357628344179,77.6632068253164,""
2016,"KY","KY048","Todd County Health Department","single county","21219","Todd County",,1,,12357,,,990990.2,1078598.47452529,80.1966658574087,87.286434775859,""
2017,"KY","KY048","Todd County Health Department","single county","21219","Todd County",,1,,12177,,,1343895.3,1423999.27622849,110.363414634146,116.941716040773,""
2018,"KY","KY048","Todd County Health Department","single county","21219","Todd County",,1,,12306,,,1622382.81,1657485.61970808,131.836730862994,134.689226369908,""
2019,"KY","KY048","Todd County Health Department","single county","21219","Todd County",,1,,12294,,,1599743.1,1599743.1,130.123889702294,130.123889702294,""
2009,"KY","KY049","Wedco District Health Department","multi-county",,"",,3,"c(""21097"", ""21181"", ""21209"")",72344,,,6359784.38,7960232.4655458,87.910322625235,110.033070683758,""
2010,"KY","KY049","Wedco District Health Department","multi-county",,"",,3,"c(""21097"", ""21181"", ""21209"")",73212,,,7014938.55,8537167.39611277,95.816786182593,116.608853686729,""
2011,"KY","KY049","Wedco District Health Department","multi-county",,"",,3,"c(""21097"", ""21181"", ""21209"")",73690,,,7308614.98,8615190.95832534,99.1805533993758,116.911262835193,""
2012,"KY","KY049","Wedco District Health Department","multi-county",,"",,3,"c(""21097"", ""21181"", ""21209"")",74600,,,7325862.88,8440273.1413056,98.2019152815013,113.140390634123,""
2013,"KY","KY049","Wedco District Health Department","multi-county",,"",,3,"c(""21097"", ""21181"", ""21209"")",75579,,,7389002.52,8242738.19783538,97.765285595205,109.061223327054,""
2014,"KY","KY049","Wedco District Health Department","multi-county",,"",,3,"c(""21097"", ""21181"", ""21209"")",76905,,,7696137.77,8393084.62073207,100.073308237436,109.135746970055,""
2015,"KY","KY049","Wedco District Health Department","multi-county",,"",,3,"c(""21097"", ""21181"", ""21209"")",77855,,,8334512.48,9086516.95114131,107.051730524693,116.710769393633,""
2016,"KY","KY049","Wedco District Health Department","multi-county",,"",,3,"c(""21097"", ""21181"", ""21209"")",79077,,,8308392.58,9042894.23098759,105.067119137044,114.355555104361,""
2017,"KY","KY049","Wedco District Health Department","multi-county",,"",,3,"c(""21097"", ""21181"", ""21209"")",80677,,,8532290.14,9040864.25775244,105.758644223261,112.062474531185,""
2018,"KY","KY049","Wedco District Health Department","multi-county",,"",,3,"c(""21097"", ""21181"", ""21209"")",81943,,,8551446.35,8736470.37275387,104.358472962913,106.616433041918,""
2019,"KY","KY049","Wedco District Health Department","multi-county",,"",,3,"c(""21097"", ""21181"", ""21209"")",83159,,,8262590.77,8262590.77,99.3589481595498,99.3589481595498,""
2009,"KY","KY051","Whitley County Health Department","single county","21235","Whitley County",,1,,35994,,,6214955.33,7778956.99504563,172.666425793188,216.118158444342,""
2010,"KY","KY051","Whitley County Health Department","single county","21235","Whitley County",,1,,35718,,,6526179.44,7942348.45241082,182.714022061706,222.362630953884,""
2011,"KY","KY051","Whitley County Health Department","single county","21235","Whitley County",,1,,35854,,,7161965.32,8442324.44006835,199.753592904557,235.463949352048,""
2012,"KY","KY051","Whitley County Health Department","single county","21235","Whitley County",,1,,35768,,,7459209.9,8593904.909988,208.544226683069,240.267974446097,""
2013,"KY","KY051","Whitley County Health Department","single county","21235","Whitley County",,1,,35870,,,10861693.82,12116669.1039789,302.807187621968,337.793953275131,""
2014,"KY","KY051","Whitley County Health Department","single county","21235","Whitley County",,1,,35833,,,7717950.28,8416872.42803124,215.386662573605,234.891648146436,""
2015,"KY","KY051","Whitley County Health Department","single county","21235","Whitley County",,1,,36109,,,6088204,6637529.0673278,168.606275443795,183.819243604858,""
2016,"KY","KY051","Whitley County Health Department","single county","21235","Whitley County",,1,,36108,,,5826260.59,6341329.89868196,161.356502437133,175.621189173645,""
2017,"KY","KY051","Whitley County Health Department","single county","21235","Whitley County",,1,,36074,,,6054379,6415255.20180997,167.832206020957,177.835981643565,""
2018,"KY","KY051","Whitley County Health Department","single county","21235","Whitley County",,1,,36101,,,5755989.24,5880529.14126627,159.441268662918,162.891031862449,""
2019,"KY","KY051","Whitley County Health Department","single county","21235","Whitley County",,1,,36264,,,5349647.82,5349647.82,147.519518530774,147.519518530774,""
2009,"KY","KY052","Woodford County Health Department","single county","21239","Woodford County",,1,,24702,,,1295187.62,1621123.28432383,52.4325002024128,65.6272076886014,""
2010,"KY","KY052","Woodford County Health Department","single county","21239","Woodford County",,1,,25040,,,1382774.98,1682834.6237497,55.222642971246,67.2058555810582,""
2011,"KY","KY052","Woodford County Health Department","single county","21239","Woodford County",,1,,24944,,,1483262.85,1748428.76921393,59.4637127164849,70.0941616907443,""
2012,"KY","KY052","Woodford County Health Department","single county","21239","Woodford County",,1,,25117,,,1558226.14,1795263.5004168,62.0387044631126,71.4760321860413,""
2013,"KY","KY052","Woodford County Health Department","single county","21239","Woodford County",,1,,25345,,,1376258.62,1535273.46437746,54.3009911225094,60.5750035264337,""
2014,"KY","KY052","Woodford County Health Department","single county","21239","Woodford County",,1,,25586,,,1366112.92,1489825.37497316,53.3929852262956,58.2281472279045,""
